CRC_names,CRC_pvals,CRC_pvals_adj,CRC_logfoldchanges,IBD_names,IBD_pvals,IBD_pvals_adj,IBD_logfoldchanges
SFT2D2,0.982448671,1,-1.2682694,LMAN2L,0.279277019,0.964273218,-2.4552915
POLR2J2,0.982786144,1,-1.1018186,TRIB3,0.279115911,0.964036752,-2.0112932
SRD5A1,0.983268253,1,-0.47787043,XRRA1,0.278552532,0.962550792,0.0830695
FAM98A,0.983461098,1,-0.90215397,NELFA,0.278472113,0.962502942,-0.36963436
GAN,0.984232489,1,-0.97607845,SCAMP1,0.278311321,0.962177208,-1.0077069
GRAMD1B,0.984328914,1,-0.96326846,HCFC1,0.278257738,0.962177208,-0.6723591
GAS7,0.984473552,1,0.38449422,HSPA14,0.278043476,0.961711142,-0.15086487
TGFB3,0.984473552,1,0.45118576,C12orf76,0.277963156,0.961663392,0.3552421
ACY3,0.984569978,1,0.079782955,VPS53,0.277829326,0.961430443,-0.08992747
NID1,0.984569978,1,-0.036319435,CCNT2,0.277722293,0.961290139,-0.861909
DYNC2H1,0.984569978,1,-0.084119886,ATP2C1,0.27732117,0.960131578,-0.43191347
SMKR1,0.984569978,1,-0.7379276,BEX2,0.27676026,0.958419124,-0.55659044
ZBTB34,0.984569978,1,0.26642513,CARD11,0.276573463,0.958001706,-0.9831021
SPIN3,0.984569978,1,0.3879522,PXK,0.276493433,0.957954002,0.13279384
MLXIPL,0.984569978,1,0.21877229,TRAF3IP2,0.276386751,0.957813912,-0.56979287
CDKL3,0.984569978,1,0.2622338,CACUL1,0.276280097,0.957673853,0.20091426
PSPN,0.984569978,1,-0.14842053,SMARCD2,0.276173471,0.957533824,-1.3508835
ZNF154,0.984569978,1,-0.31825167,PCNP,0.276146819,0.957533824,1.4401264
CTF1,0.984569978,1,0.27537736,VPS33A,0.275933666,0.957161453,-0.9747179
PDK4,0.984666403,1,-0.47258946,NR2C2AP,0.275667382,0.956467244,-0.9515914
SLC29A2,0.984666403,1,0.042421725,MICB,0.275614146,0.956467244,-0.9668275
PANK1,0.984666403,1,-0.7977301,PRR7,0.275401273,0.956002787,-0.9635795
VEGFA,0.984666403,1,0.020189103,ERVK3-1,0.275348073,0.956002787,-0.9380765
PC,0.984666403,1,-0.8025072,HARS2,0.275108756,0.955446169,-2.1400895
USP13,0.984666403,1,-0.4765324,STAT6,0.275108756,0.955446169,-0.38920975
ZNF564,0.984666403,1,-0.13283245,IRF5,0.275055594,0.955446169,-1.7020495
ZNF280B,0.984666403,1,-0.17264208,EIF3B,0.274789889,0.955026975,-0.61152047
C11orf65,0.984666403,1,-0.26605347,APOBEC3F,0.274736769,0.955026975,-1.8819327
EFCAB5,0.984666403,1,-0.40086922,UBE2D1,0.274710212,0.955026975,0.46830812
FAM91A1,0.984714616,1,-1.1537117,TRAF7,0.274524359,0.954792684,-0.17376553
NEFM,0.984762829,1,-0.18473068,SIL1,0.274471274,0.954792684,-0.51604474
SLC30A4,0.984762829,1,-1.7694559,IER3,0.274444734,0.954792684,-1.3453481
SCIN,0.984762829,1,-1.0737054,POLM,0.274365125,0.954792684,-0.40600565
ZNF185,0.984762829,1,-0.9936,MYL6B,0.274338593,0.954792684,0.5688349
ARHGEF40,0.984762829,1,-1.0253925,EXOSC3,0.274338593,0.954792684,-0.13806581
TMC7,0.984762829,1,-0.89729846,KPNA4,0.274046847,0.954509592,0.21908517
SCRN1,0.984762829,1,-1.066188,HLA-DMB,0.273993825,0.954509592,-0.82295907
ZNF555,0.984762829,1,-0.35569406,TCERG1,0.273675842,0.953676866,-0.060306456
ARHGAP32,0.984762829,1,-0.49695975,C2orf69,0.273305179,0.952614822,0.26433343
RASAL1,0.984762829,1,-1.2224168,CDKN2AIPNL,0.273199339,0.952475535,0.3188065
CRTAM,0.984762829,1,-1.5034223,UBALD1,0.272934861,0.951782975,-0.5098281
TSHR,0.984762829,1,-0.9740382,ELK4,0.272881986,0.951782975,-0.19495912
GLIPR1L2,0.984762829,1,-0.2254651,LETMD1,0.272776258,0.95168898,0.5598921
P4HA3,0.984762829,1,-1.0061008,SLC4A2,0.272564885,0.951181054,-1.5197744
SPDYA,0.984762829,1,-1.4011434,SETD3,0.272459241,0.951041937,-0.26938266
CHRM3,0.984762829,1,-0.052374687,UBE2K,0.272459241,0.951041937,0.9588465
GDA,0.984762829,1,-0.8325842,TAOK2,0.272406429,0.951041937,-1.0840478
PTPRB,0.984762829,1,-0.8489822,RNF11,0.272248037,0.950993504,0.2739054
SPAG8,0.984762829,1,-1.3143331,LXN,0.272195253,0.950993504,-0.3419483
AMT,0.984762829,1,-0.6819439,BGN,0.272089707,0.950899923,-28.415894
PAQR7,0.984762829,1,-0.48665178,IFIT1,0.272089707,0.950899923,-28.430357
FBXO27,0.984762829,1,-1.3017488,SEMA4D,0.272089707,0.950899923,0.066175655
NPIPA1,0.984762829,1,-0.7896085,C1R,0.272089707,0.950899923,-28.328312
TCL1A,0.984762829,1,-0.6312377,KLHDC4,0.272036944,0.950899923,-0.32136798
CENPP,0.984762829,1,-1.4721552,TP53BP1,0.271984189,0.950899923,-1.5701029
DDR2,0.984762829,1,-1.0437658,C11orf1,0.271878699,0.950899923,-0.593373
TTYH1,0.984762829,1,-0.8162447,CFD,0.271773237,0.950899923,-1.7272439
ST6GALNAC2,0.984762829,1,-1.4948087,INO80D,0.271720516,0.950899923,-0.06812606
SYT15,0.984762829,1,-0.6286503,DCLRE1C,0.271562396,0.950899923,-0.65690404
CDC42EP4,0.984762829,1,-1.0719081,DDX59,0.271536049,0.950899923,-0.4627522
ZNF449,0.984762829,1,-1.2842909,FCHO1,0.271035786,0.949741977,-1.9213654
ZNF436,0.984762829,1,-0.09071429,ARGLU1,0.270956855,0.949695567,1.4692146
GULP1,0.984762829,1,-0.41222125,MANBAL,0.270930548,0.949695567,-1.9292254
ZNF607,0.984762829,1,-1.9137988,IVNS1ABP,0.270772744,0.949510631,0.9474722
CSF2RA,0.984762829,1,-1.4295298,MTA2,0.270615002,0.949187701,-2.1155345
CYBRD1,0.984762829,1,-0.64454895,C12orf43,0.270483599,0.94895702,-0.66696244
RAB12,0.984762829,1,-1.0147034,CSNK1E,0.270457324,0.94895702,-0.7511589
HOOK1,0.984762829,1,-0.75853944,NUS1,0.270404778,0.94895702,-0.46554255
RUFY3,0.984762829,1,-0.90769225,DHRS4,0.270273445,0.948910508,-0.86071384
BUB1,0.984762829,1,-1.2277522,GPN2,0.270037156,0.948541594,-0.5262861
CSTA,0.984762829,1,-1.1731281,CIZ1,0.26974855,0.947988464,-0.82844645
CYSLTR2,0.984762829,1,-0.9445589,BBC3,0.26930294,0.946652541,-1.3970724
IYD,0.984762829,1,-1.6754931,CEP250,0.26930294,0.946652541,-0.88412327
RNF215,0.984762829,1,-0.9851668,SLC25A24,0.268648548,0.945041536,-1.093714
AREG,0.984762829,1,-1.0178068,HAUS7,0.268491657,0.944719488,-3.9112267
EPPK1,0.984762829,1,-2.0535905,MUC1,0.268439374,0.944719488,-4.097508
ROPN1L,0.984762829,1,-0.56163466,PCBD2,0.268256438,0.944351493,-0.78976876
ZFR2,0.984762829,1,-1.5120825,SLC43A3,0.268151942,0.944213535,-1.7543126
COL27A1,0.984762829,1,-0.5333342,SRF,0.268125822,0.944213535,-4.6150346
KRT15,0.984762829,1,-0.7855311,MIB1,0.267838621,0.943569877,-0.47346032
F2RL2,0.984762829,1,-0.40778145,IP6K1,0.267603795,0.942972378,0.16442098
ESCO2,0.984762829,1,-0.9537322,ACTG2,0.267577712,0.942972378,-1.7155594
ZNF654,0.985196749,1,-1.3286097,TRAK2,0.267264852,0.942237316,-0.6168076
GREM1,0.985293176,1,-1.4446822,SEC16A,0.267056419,0.941732123,-0.6879657
RWDD2B,0.985678887,1,-0.95944035,TMEM41A,0.267004328,0.941732123,-0.8687182
TOP3A,0.985678887,1,-0.9345604,PLCG1,0.266327783,0.939621054,-0.68833834
SLAIN2,0.985727101,1,-1.2042753,SMARCA2,0.266223803,0.939483464,0.37684226
U2AF1,0.986305674,1,-1.122706,NDUFB5,0.265886064,0.93874987,1.699886
IL10,0.986402104,1,-1.0144472,BNIP3,0.265756243,0.938520705,-0.13749243
SLC23A2,0.986980685,1,-0.6322115,MAGED1,0.265704327,0.938520705,-1.0583025
TCEANC,0.987077116,1,-0.40267092,BTN3A3,0.265652418,0.938520705,-0.28747118
CCDC125,0.98736641,1,-0.97956854,NFX1,0.265600516,0.938520705,-0.37322292
PACRGL,0.987462841,1,-1.0489186,TAB2,0.265418913,0.938246122,0.66729176
TIAM2,0.987559273,1,-1.0162154,PNO1,0.265392976,0.938246122,-0.34672758
ADHFE1,0.987655705,1,-1.2964983,PIK3R5,0.265315178,0.938246122,-0.69290924
C14orf93,0.987655705,1,-1.0973883,SLC44A1,0.265289249,0.938246122,-1.501897
WDSUB1,0.987752137,1,-0.8517594,QSOX1,0.265237395,0.938246122,-1.1161757
ULK4,0.98784857,1,-0.5917609,ANKFY1,0.265004142,0.938018235,-0.53971785
CTBP1,0.988909337,1,-1.4054123,SH2D3C,0.264874617,0.937927313,-2.9188945
SYCE1L,0.989970124,1,-0.4893732,NFATC3,0.26482282,0.937927313,0.3607544
ARAP2,0.990066561,1,-1.6306654,SPNS3,0.264641584,0.937561386,-0.05987391
ZNF318,0.990162997,1,-0.78733104,CUL2,0.264460433,0.93714925,-0.010176331
SPIDR,0.990741617,1,-1.0811646,TMEM234,0.264408691,0.93714925,-1.4312234
NAP1L5,0.991802434,1,-0.99619824,THAP1,0.264356957,0.93714925,-0.054460805
ALOX12B,0.992236409,1,1.0886289,TRIP6,0.264356957,0.93714925,-3.6663573
LRRK2,0.992236409,1,1.3023555,CUL5,0.264305229,0.93714925,-0.16317882
MID1,0.992236409,1,1.3512026,C5orf63,0.264279368,0.93714925,-0.629269
C10orf67,0.992236409,1,0.75442946,TANGO2,0.264279368,0.93714925,-0.46534345
PNMA2,0.992236409,1,0.44703212,GPR89A,0.263891658,0.936740878,-1.4457486
ANPEP,0.992236409,1,0.5244337,NOLC1,0.263788336,0.936604066,-0.36224318
AIPL1,0.992236409,1,0.46136117,E2F3,0.263065857,0.934497829,0.09049503
FRMD6,0.992236409,1,1.5516016,LIMK2,0.263014304,0.934497829,-0.840698
UHRF1BP1,0.992236409,1,0.71475285,LGALS8,0.262911218,0.934407668,0.021758558
TMTC1,0.992236409,1,0.4096146,NDUFB11,0.262267565,0.932349263,1.4914805
SLC3A1,0.992236409,1,0.8229013,HEMK1,0.26221612,0.932349263,-0.69718564
PCDH9,0.992236409,1,0.35420945,ZADH2,0.262036116,0.93198479,-0.35007143
TTC30B,0.992236409,1,0.38935912,PITPNA,0.261856199,0.931574045,-0.86009234
PRX,0.992236409,1,0.5096914,NSUN2,0.261856199,0.931574045,-0.7565651
SH3BGR,0.992236409,1,0.5316716,FBXL12,0.261727738,0.931574045,-1.2310789
EGR4,0.992236409,1,1.1055533,HPS3,0.261163029,0.930023418,-0.70458066
TTLL11,0.992236409,1,0.51059204,HOOK2,0.260932255,0.929430535,-2.6342928
CD1C,0.992236409,1,1.8059968,TNIP3,0.260547945,0.928290336,0.7869511
PKDCC,0.992236409,1,1.3203175,ITM2A,0.260368734,0.927880492,1.4035931
TRPC1,0.992236409,1,0.66963285,PYROXD1,0.260189609,0.92747075,-0.11230998
NR1I3,0.992236409,1,0.42153236,RNF20,0.26003614,0.927152286,-0.5187476
ZNF114,0.992236409,1,0.6553525,SLK,0.259882735,0.926833888,-0.50589234
RGS18,0.992236409,1,0.43861198,ARMC10,0.259729392,0.926515557,0.60396045
ONECUT2,0.992236409,1,1.2871064,ALDH16A1,0.259525032,0.926015034,-0.82816017
CHST15,0.992236409,1,1.061768,ARL4C,0.25947396,0.926015034,1.6982495
FBXO15,0.992236409,1,0.31789294,NDRG3,0.259371836,0.925925433,-0.5966323
CACNA1D,0.992332848,1,-0.32805553,MVD,0.259346309,0.925925433,0.33697504
CACHD1,0.992332848,1,-0.81895137,SH3BP2,0.259116647,0.925471464,-0.8134425
SAG,0.992332848,1,-0.1769923,GMPS,0.259040125,0.925426766,0.3256951
ADAMTS4,0.992332848,1,-1.2004039,TARS2,0.258963618,0.925382102,-0.99608356
SLC16A6,0.992332848,1,-0.70335,STAG1,0.258887126,0.925337472,0.38534155
PDPN,0.992332848,1,-0.65516466,IDH1,0.258785162,0.92520175,-0.36333147
EHD3,0.992332848,1,-0.22891837,ATXN3,0.258632268,0.924883833,0.15065314
ZDHHC23,0.992332848,1,-0.78323394,OCIAD1,0.258606792,0.924883833,1.6202914
AHRR,0.992332848,1,-1.5356301,HERPUD2,0.258504905,0.924883833,0.8335111
MAP10,0.992332848,1,-0.14978594,FXN,0.258352125,0.924568077,-0.7767133
JAM3,0.992332848,1,0.30532876,ARFGEF1,0.258352125,0.924568077,-0.008883728
DTWD2,0.992332848,1,0.19493303,RLF,0.258352125,0.924568077,-0.75091565
HPN,0.992332848,1,-2.2451725,EMC8,0.258148517,0.924525951,0.22385925
RASGRP4,0.992332848,1,-0.17453541,AAR2,0.257995884,0.92420825,-1.8897244
UBE2QL1,0.992332848,1,-1.5086905,PDRG1,0.257995884,0.92420825,-1.3082869
DNAH14,0.992332848,1,-0.6166245,GPATCH8,0.257945021,0.92420825,0.9951869
SNPH,0.992332848,1,-0.6150469,SIKE1,0.257945021,0.92420825,0.13020658
ITPKA,0.992332848,1,-1.6131558,P4HA1,0.257792471,0.92420825,-0.2357381
HSD11B2,0.992332848,1,0.30928463,ISOC1,0.257792471,0.92420825,0.7502105
NAGLU,0.992332848,1,-0.08211888,TTC33,0.257767052,0.92420825,-0.6816867
ZNF454,0.992332848,1,-0.17060629,TCTA,0.257614576,0.92420825,-0.40712398
RIMS3,0.992332848,1,-0.70394313,PELO,0.257335198,0.923672366,-1.3610195
ZFP37,0.992332848,1,-1.0657129,SOD2,0.257335198,0.923672366,0.682051
CTDSPL,0.992332848,1,0.17721853,ING1,0.257182898,0.923584288,-2.452516
PTAFR,0.992332848,1,-1.4601604,TATDN1,0.25697993,0.923084678,0.51012444
F2RL3,0.992332848,1,-0.02114349,IFNGR1,0.256751724,0.92249414,0.03069639
FRMPD1,0.992332848,1,-1.619267,ARHGAP18,0.256675686,0.922450178,0.4411977
PALD1,0.992332848,1,-0.018835012,SNX12,0.256574327,0.922315171,-1.3128729
TBX19,0.992332848,1,-1.3973734,UFL1,0.256169168,0.921087749,0.030549511
CARD14,0.992332848,1,-0.97584677,CSTF1,0.256118555,0.921087749,-0.5832418
HECW1,0.992332848,1,-1.2074058,FTSJ1,0.255865591,0.920454024,-0.9083167
EFEMP2,0.992332848,1,-0.5409046,SEPHS1,0.25581502,0.920454024,-0.8845958
CBFA2T3,0.992332848,1,-0.66463995,EIF4G3,0.25581502,0.920454024,-0.2786284
KALRN,0.992332848,1,-0.70599633,RBAK-RBAKDN,0.255764455,0.920454024,-0.4865885
FABP4,0.992332848,1,-0.60337025,MRPS25,0.255360185,0.919551074,0.20326555
PDGFRA,0.992332848,1,-1.6916158,GATAD2A,0.255259188,0.919416376,-0.2783796
TIAF1,0.992332848,1,-1.9359576,KLC2,0.255158217,0.919281711,-1.2831839
EFHD1,0.992332848,1,-0.03770421,STX12,0.255057275,0.91914708,0.5097579
ZFYVE9,0.992332848,1,0.082328394,TAF10,0.254981587,0.91910341,0.3549323
PRRG2,0.992332848,1,-0.19936499,SLC25A44,0.254603378,0.917968988,-1.0846709
FAIM,0.992332848,1,-1.5423847,MED29,0.25455298,0.917968988,0.23523243
FBXO10,0.992332848,1,-1.0568979,POR,0.254452204,0.917881729,-0.044873133
C4orf47,0.992332848,1,-0.91382545,CCDC25,0.254275913,0.917474709,0.6332306
KIAA0825,0.992332848,1,0.28552103,FASTKD2,0.254049379,0.916886151,-0.4064871
GMPR,0.992332848,1,-1.251787,RCL1,0.254049379,0.916886151,-1.1411883
LGR5,0.992332848,1,-1.1380972,PRKDC,0.253948742,0.916886151,0.6389753
PRR5L,0.992332848,1,-0.81136775,TMEM69,0.253797839,0.916664789,-0.10513109
MYBPC2,0.992332848,1,-0.6631184,DEAF1,0.253747551,0.916664789,-1.3991855
KIAA1958,0.992332848,1,-1.0778745,MLXIP,0.253621863,0.916664789,-0.35922992
SHCBP1,0.992332848,1,-1.1405026,GTPBP6,0.2535716,0.916664789,-0.7641109
SYNE4,0.992332848,1,-1.7434609,TCEA2,0.253521344,0.916664789,-2.4230072
ZNF618,0.992332848,1,-2.3722851,WDR83,0.253019165,0.915224191,-0.8443885
DNM3,0.992332848,1,-0.2498988,SPTSSA,0.252918813,0.915090139,0.04096662
POMK,0.992332848,1,-0.29606774,CAMLG,0.252392417,0.913414158,1.1432987
AUNIP,0.992332848,1,-1.0347863,KHSRP,0.252367369,0.913414158,-0.4955907
THRB,0.992332848,1,-0.77624667,B4GALT5,0.252192086,0.9131463,-0.74548084
CNTD1,0.992332848,1,-2.2446187,ATAD2B,0.252091962,0.913012421,-1.0926675
CA10,0.992332848,1,-1.2421489,CHPF,0.251941828,0.912878576,-0.87681025
STAP1,0.992332848,1,-1.1941186,ADCY3,0.251941828,0.912878576,-0.9485994
GNAL,0.992332848,1,-0.47080097,APPBP2,0.251741747,0.912658519,-0.34072337
SIX3,0.992332848,1,-2.0938244,RAD51D,0.251541776,0.912391119,-1.4971752
DUSP8,0.992332848,1,-0.48462173,BET1L,0.251491801,0.912391119,-0.8273937
KCNN3,0.992332848,1,-1.710036,ZNF80,0.251491801,0.912391119,-1.4622762
C9orf24,0.992332848,1,-0.9196035,LY9,0.251466816,0.912391119,-0.6958479
S100B,0.992332848,1,-0.7862205,USP33,0.251291969,0.912391119,0.02899527
VIPR1,0.992332848,1,-0.59979886,LZIC,0.25121706,0.912357764,0.22868747
GALR2,0.992332848,1,-1.7103468,TNPO1,0.251142167,0.912314939,0.2895086
GLT8D2,0.992332848,1,-0.6450379,CCDC58,0.250992428,0.912000133,-1.970691
SIRT4,0.992332848,1,-1.0515652,YKT6,0.250743002,0.911322856,-1.0102093
MBOAT2,0.992332848,1,-1.4222956,NEDD9,0.250543585,0.910827045,0.7715198
CHIT1,0.992332848,1,-1.622228,CSNK1G1,0.250493748,0.910827045,-1.1119345
MYOM1,0.992332848,1,-0.61878294,MARCKSL1,0.250493748,0.910827045,0.21220388
PPP2R3A,0.992332848,1,-1.3073686,NGDN,0.250194873,0.910245967,0.53669184
ZNF484,0.992332848,1,-1.6625978,ALG8,0.250095303,0.910112734,-0.37005866
CDK18,0.992332848,1,-0.47997144,ERCC3,0.250095303,0.910112734,-1.8501574
WFIKKN1,0.992332848,1,-1.183412,METTL5,0.249995761,0.910112734,0.91179144
TTLL10,0.992332848,1,-1.3411646,CTDSP2,0.249896246,0.910075549,-0.1723876
CCDC24,0.992332848,1,-1.4059802,CISD2,0.249747026,0.909761277,0.9831074
EPHA2,0.992332848,1,-0.13971493,ZNF146,0.249597869,0.909447074,-0.24820915
BHLHB9,0.992332848,1,-1.9694034,HSD17B8,0.249498465,0.909314043,-1.0754716
NT5DC2,0.992332848,1,-0.19665834,NPM3,0.24920042,0.9084568,-0.49809182
CCNJ,0.992332848,1,-0.52157044,SCFD1,0.24905149,0.908142862,0.68788207
FOXC1,0.992332848,1,-0.006446458,TRAPPC6B,0.248803413,0.907467141,-0.037587374
SORBS1,0.992332848,1,-0.2469308,RAB6A,0.24865465,0.9071534,0.52006036
BHLHE41,0.992332848,1,0.14162216,KRBOX4,0.248307777,0.906116568,-1.0800635
IL20RA,0.992332848,1,-0.30899063,TMEM68,0.248060218,0.905441716,-0.33417684
GPX8,0.992332848,1,-1.5026569,RBMX2,0.247911766,0.905128362,0.36059013
BLNK,0.992332848,1,0.03394932,MTFP1,0.24788703,0.905128362,-1.3216361
LRRC24,0.992332848,1,-1.3351572,FANCA,0.24773865,0.904953361,-1.6558998
ADORA2A,0.992332848,1,-2.501658,PCGF5,0.247664484,0.90491107,0.06582182
TEX14,0.992332848,1,-0.1558119,FN1,0.247516197,0.904597871,-3.6161318
CLEC4A,0.992332848,1,-1.5956582,ZFPL1,0.247466782,0.904597871,-0.7073768
PPP1R26,0.992332848,1,-1.6980467,RALGAPB,0.247417374,0.904597871,-0.77439535
AKR1B10,0.992332848,1,-0.49862814,ALKBH4,0.246406029,0.901223974,-1.8235666
RHOJ,0.992332848,1,-0.82324284,SUN1,0.246356769,0.901223974,-1.6765462
SLC4A8,0.992332848,1,-0.6990774,SBNO2,0.246356769,0.901223974,-1.7967207
SLC5A5,0.992332848,1,-0.29715124,FYCO1,0.24603675,0.900556792,-1.3500538
DDTL,0.992332848,1,-0.38722262,GSK3B,0.245938341,0.900424546,0.0787491
URB1,0.992332848,1,-1.6002579,FKBP15,0.24583996,0.900292334,-0.61326814
PCSK6,0.992332848,1,-0.55056643,RFX1,0.245250251,0.89858797,-0.95188934
LYSMD1,0.992332848,1,-1.2391411,MYH9,0.245225701,0.89858797,1.5568054
PRSS36,0.992332848,1,-0.07538544,CRKL,0.245152063,0.89858797,-0.5952705
GSDMA,0.992332848,1,-1.4619478,ENTPD6,0.244759586,0.897472507,-1.319394
CCL25,0.992332848,1,-1.1497033,RNF207,0.244465518,0.896621628,-1.204052
KLRC2,0.992332848,1,-1.3827085,DGCR8,0.244465518,0.896621628,-1.3173819
SCGB3A1,0.992332848,1,0.09301626,GDPD5,0.244122752,0.895818971,-3.2058756
GRM6,0.992332848,1,-1.2666126,GMPPA,0.244122752,0.895818971,-0.85643584
SLC52A3,0.992332848,1,-0.789163,SENP6,0.243878126,0.895375811,0.34742334
EOMES,0.992332848,1,-1.4753077,CHAC2,0.243682549,0.894885012,-3.3903923
FIBIN,0.992332848,1,-0.51020783,SLC30A7,0.243487082,0.894394369,-0.16390817
EPB41L4A,0.992332848,1,-0.6021207,GPN3,0.243242904,0.893724499,-0.21797684
SULT1C2,0.992332848,1,-0.46799213,DAZAP1,0.243242904,0.893724499,0.5289724
BCORL1,0.992332848,1,-0.050606683,UCHL5,0.243242904,0.893724499,0.1336076
L2HGDH,0.992332848,1,-1.6791488,LPCAT3,0.24309648,0.893724499,-0.72319037
CD300E,0.992332848,1,-1.5331254,SLC41A1,0.242608846,0.892528929,-0.8458576
CD244,0.992332848,1,-0.65483546,GPATCH1,0.241805755,0.889800865,-1.2868854
IQCH,0.992332848,1,-0.5871921,DNASE1,0.241417051,0.888596672,-0.27527153
CD248,0.992332848,1,-0.4245452,USP7,0.241028788,0.887393485,-0.37633723
TLE1,0.992332848,1,-0.3920805,DOK1,0.240640964,0.886191305,-1.3570244
FUT2,0.992332848,1,-0.07695113,MRPL46,0.240423007,0.885614226,-0.96985537
DEPDC1,0.992332848,1,-1.1994468,GPR65,0.240398798,0.885614226,0.5360668
LARP6,0.992332848,1,-1.2876014,C2orf49,0.240374591,0.885614226,-0.17132625
BAMBI,0.992332848,1,-0.7514419,ZFAND2A,0.240084239,0.885042816,-0.058913935
ANKRD6,0.992332848,1,0.10249024,CCDC47,0.239745807,0.884020627,-0.19162445
GPR135,0.992332848,1,-0.09351826,ATG12,0.23943185,0.883088187,0.7142784
FKBP1C,0.992332848,1,-0.46822336,PLEKHA2,0.239335307,0.882957352,0.1416803
LATS2,0.992332848,1,0.10694955,HSD17B12,0.238780713,0.881136179,0.2589017
ROBO3,0.992332848,1,-0.41317043,RASSF3,0.238684355,0.881005463,-0.6568239
RAPGEF4,0.992332848,1,-0.48699683,NFU1,0.238660269,0.881005463,0.16821744
STOX1,0.992332848,1,-0.6844184,SLC33A1,0.238636186,0.881005463,-1.1337137
RBP7,0.992332848,1,-1.1675434,MRPL15,0.23849172,0.880969159,-0.07555705
SOX13,0.992332848,1,-0.6574312,TMX3,0.23810678,0.879771999,0.008309024
BCAM,0.992332848,1,-0.8751593,FDXR,0.23810678,0.879771999,-0.74129385
LRRIQ1,0.992332848,1,-0.18610795,NEK1,0.23810678,0.879771999,-0.5756702
STX16-NPEPL1,0.992332848,1,0.16379519,RSRC1,0.237890445,0.879647071,0.42231643
RAPH1,0.992332848,1,-1.445163,FLYWCH1,0.237866416,0.879647071,-1.3404305
LRRK1,0.992332848,1,0.20030776,DFFA,0.23772228,0.879475107,-0.7060718
GPR27,0.992332848,1,-0.27836508,ZNF680,0.237578205,0.879167055,-0.99391925
NXNL2,0.992332848,1,-0.28165987,GTPBP3,0.237434192,0.878859075,-2.2271981
LRRC39,0.992332848,1,0.27096313,CDCA4,0.237338217,0.878728796,-0.7943965
CPED1,0.992332848,1,-2.3725092,C15orf61,0.237290241,0.878728796,0.21640243
FOSL1,0.992332848,1,-0.80994797,ZNF76,0.237194307,0.878645989,-1.1652788
LRRC36,0.992332848,1,-1.0928824,TOR4A,0.237098401,0.878515809,-2.1826675
GET4,0.992332848,1,-0.6959366,DHX38,0.23649961,0.876521755,-0.068001054
IQSEC3,0.992332848,1,-1.0009726,SMAGP,0.236475681,0.876521755,-0.7817396
BCL2L2,0.992332848,1,-0.40971887,C1D,0.236284308,0.876172998,0.82334644
TTC39A,0.992332848,1,-1.8630264,AZIN1,0.23614085,0.875865676,0.7249401
SCARF2,0.992332848,1,0.042066295,CLDN4,0.235854118,0.875026646,-1.3860523
POU5F1B,0.992332848,1,-1.5662324,IFT43,0.235686972,0.874630965,-0.8043783
PRSS27,0.992332848,1,-1.2746742,MRFAP1,0.235663101,0.874630965,1.6315523
MAB21L1,0.992332848,1,-0.2150354,CNEP1R1,0.235615364,0.874630965,-0.60572374
NPR2,0.992332848,1,-0.25757787,SLC25A17,0.235615364,0.874630965,-1.455281
ARHGEF39,0.992332848,1,-1.096859,COMMD9,0.235567633,0.874630965,0.023406843
CHST6,0.992332848,1,-0.75029755,SNAPC2,0.235472193,0.874630965,-1.6873075
CIB2,0.992332848,1,-0.38322946,DNAJC30,0.235329084,0.874630965,-0.7675092
SLC28A3,0.992332848,1,0.055802483,ANKRD26,0.235209873,0.874431563,-1.2574961
IFNLR1,0.992332848,1,-1.0830141,GTF2H1,0.235138367,0.874390565,-0.3889413
NOTUM,0.992332848,1,0.24116927,AKAP11,0.234852498,0.873552205,0.07022226
FCHO2,0.992332848,1,-2.2528386,UNC45A,0.234709656,0.873245549,-0.9572402
BTK,0.992332848,1,-0.20317078,ODF3B,0.234566875,0.872938965,-0.18772687
CHRNE,0.992332848,1,-1.7208412,ZDHHC16,0.234543084,0.872938965,-1.1993012
WDR19,0.992332848,1,-1.1482377,PTBP3,0.234329044,0.872503043,0.73552614
NPTXR,0.992332848,1,-1.3944911,MDFIC,0.234233959,0.872373669,0.26370955
CSNK1A1L,0.992332848,1,-2.3457236,UTP3,0.234186427,0.872373669,-0.5786391
ZNF683,0.992332848,1,-0.15834309,TAF9,0.233996367,0.87193801,0.52353877
EMCN,0.992332848,1,-1.8512548,MPV17L2,0.233901378,0.871808746,-2.1061652
THNSL2,0.992332848,1,-0.9845501,NAA15,0.233853894,0.871808746,0.3219161
KLHDC9,0.992332848,1,-1.2853119,MUL1,0.233806417,0.871808746,-2.0354476
PAPPA,0.992332848,1,-1.2396811,CDKN2C,0.233758946,0.871808746,-0.12856357
C11orf96,0.992332848,1,-0.75152266,IFT20,0.233569132,0.87155754,0.67586327
TDRD15,0.992332848,1,-1.3227006,ZDHHC7,0.233379427,0.871210886,-1.7753094
ITGA8,0.992332848,1,-0.62915075,IKZF2,0.233237221,0.87090489,1.1879854
GSTM2,0.992332848,1,-0.5344626,LYRM7,0.233189832,0.87090489,-0.36415505
FAM83G,0.992332848,1,-1.2923976,SMIM7,0.233000346,0.870470026,0.96125716
AMOTL1,0.992332848,1,-1.7494267,SNX14,0.232881973,0.870252664,-0.35350692
SLC26A3,0.992332848,1,-0.90819323,ZCCHC8,0.232858303,0.870252664,-0.44000903
